AppID,Name,About the game,Release date,Header image,Website,Genres,Tags
528640,Rugby Union Team Manager 2017,"“The Number 1 Rugby Union Management Game” Immerse yourself fully into the thrilling and dynamic world of Rugby Union management. Have you got what it takes to steer your club to glory? New Player Progression System Recruit raw teenage talent and nurture them through the colts, and through the academy. Then watch them blossom in the main squad and throughout their career into representative and international rugby. In Depth Transfer Market Featuring players from the best leagues, and competitions from around the World. Opt to splash out on transfer list stars, or chose to hunt out a bargain, amongst the out of contract players. With over 18,000 players and 323 clubs to select from! New Manager Profiles You can select to be a “shorts &amp; whistle, training paddock” type manager, or a “suit &amp; tie, negotiation room” type manager. Manage your favourite team Then progress to manage international teams, to then further test your skills with the very best in the Sport. New Negotiation Mechanisms Use your club's status to leverage favourable deals, to present to the Chairman and the board. Get involved with your club’s sponsorship, from the new small business deals, to large corporate sponsorship options, with the game’s new comprehensive financial receipt and expenditure feature. New 3D match engine An all new engine which allows you to fully adapt tactics and playing styles from the touchline, all while the match is in progress. Scaling Stadiums When the right time comes and the club has the finances available, steadily upgrade your stadium to an international sized arena. Look to improve all your facilities including: - Gymnasium, Training Paddock, Equipped Enclosure, Physio Suite, Tactical Briefing Room, and The Clubhouse. Career Continuation But if the Chairman's axe should fall, you can assess your options, and look to get a new job offer. New Comprehensive Game Editor Allowing numerous game customisation possibilities.","Nov 25, 2016",https://cdn.akamai.steamstatic.com/steam/apps/528640/header.jpg?t=1564676603,http://www.rugbyteammanager.com/,"Action,Casual,Simulation,Sports,Strategy","Strategy,Action,Casual,Singleplayer,Sports,Simulation,Management,Tactical,Arcade"
897220,Summer Pockets,"Staff Original Story: Jun Maeda Producer: Touya Okano Director: Kai Illustrators: Na-Ga, Tsubasu Izumi, Yuunon Nagayama, Humuyun (Side characters) SD Illustrator: Engiyoshi Scenario Writers: Yuu Niijima, Kai, Hasama Music: Shinji Orito, Jun Maeda, Donmaru, Tomohiro Takeshita, Ryo Mizutsuki Voice Cast Naruse Shiroha / Konomi Kohara Sorakado Ao / Takamori Natsumi Kushima Kamome / Tomomi Mineuchi Tsumugi Wenders / Emiri Iwai Umi Katou / Aimi Tanaka Miki Nomura / Saku Ichimiya Mizuori Shizuku / Sahomi Koyama Mizutani Ryouichi / Kentarou Kumagai Kanou Tenzen / Youhei Hamada Misaki Kyouko / Megumi Takamoto Naruse Kobato / Minoru Shiraishi Nanami / Kana Hanazawa Main Theme 'Alka Tale' Vocals: Konomi Suzuki Lyrics: Kai Composition: Shinji Orito Arrangement: Masato Nakayama Ending Theme 'Hane no Yurikago' ('Cradle of Wings') Vocals: Konomi Suzuki Lyrics: Yuu Niijima Composition: Donmaru","Feb 5, 2020",https://cdn.akamai.steamstatic.com/steam/apps/897220/header.jpg?t=1651130440,http://key.visualarts.gr.jp/summer/,"Adventure,Casual","Adventure,Casual,Visual Novel,Emotional,Anime,Great Soundtrack,Story Rich,Simulation,Dating Sim,Nudity,Sexual Content,Romance"
1477830,HudSight - custom crosshair overlay,"HudSight tool draws your custom crosshair directly in a game screen. Our software uses overlay rendering technique which works both in full screen exclusive and windowed modes. Everyone knows that a game running in the full screen mode gets better performance and lowest possible input lag. But there is a problem with common 'on top' overlay tools. They cannot work in this full screen mode. HudSight can do it. Set one of pre-installed crosshairs or select your own image and that's all! Run a game and software will do the rest of work - your image will be automatically centered on the game screen. HudSight supports games based on DirectX 9, 10, 11, 12, OpenGL and Vulkan graphics. 32 and 64-bits games are welcome. It works on Windows 7, 8 and 10. Games compatibility Some games don't allow 3rd party overlays. For example, Destiny 2 or Forza Horizon 4. Some games allow overlays but with limitations, as example - CSGO which must be started with -allow_third_party_software key in the command line Anti-cheats compatibility HudSight works in the same manner as most of recording/streaming tools. This tool is not a cheat, it doesn't change games files or game play, it just draws an overlay (like Steam service). You only need to be sure that the Terms of Service of a game you play do not deny such enhancement.","Jan 5, 2021",https://cdn.akamai.steamstatic.com/steam/apps/1477830/header.jpg?t=1620746309,https://hudsight.com,"Education,Software Training,Utilities,Video Production","Utilities,Education,Software Training,Video Production"
1068820,OVR Toolkit,"** Please read this section before purchasing! ** - OVR Toolkit *only* supports Windows 10 and 11! Not Windows 7 or Windows 8. Windows 8.1 'may' work but is unsupported! - OVR Toolkit *requires* you to have a Windows account with admin permissions and that you run Steam on this same account. - Oculus users may experience decreased performance as games are required to be ran through SteamVR rather than Oculus Runtime. (Read the 'Important Stuff' section!) Oculus Rift/S or Oculus Quest/2 users - Read the 'Important Stuff' section before purchase! Overview OVR Toolkit is a SteamVR Overlay utility designed to make viewing the desktop within VR easy and intuitive. OVR Toolkit allows you to display specific desktop windows, quickly select between them, use intuitive controls to navigate those windows, and use a virtual keyboard to type. Ever wanted to reply to Discord messages without taking off your headset or looking through a nose piece? Ever wanted to pause that song you're listening to without fumbling around on your keyboard? Now you can with ease! OVR Toolkit is compatible with all SteamVR compatible headsets. The utility is being built with the Vive/Vive Pro, Valve Index, and Oculus Rift/Rift S in mind though WMR headsets are compatible too. (Compatible controllers require a trigger and grip) Features Overlays over almost all SteamVR applications: OVR Toolkit will display on top of all your favorite titles! (VRChat, Beat Saber, mostly all SteamVR titles, etc.) Desktop window viewing: Allows you to select a desktop window and display it above your hand, or pin it in the world around you. Multiple desktop windows: Create multiple different windows and place them in the world around you. Attach windows to tracked devices: You can make windows move around with either your left or right controllers, headset, or have them stationary in the world. Curved overlays: Improves readability of large windows in VR by wrapping them around you by a configurable amount? Now you can! (Or you can make the window into a wall by curving it to the max, I don't judge!) Window re-centering: Optionally enable window re-centering, this will make window's re-appear in front of you when you open Edit Mode. This is useful to easily pull windows to you so you can use them. Quick selection of desktop windows: OVR Toolkit contains a configuration 'hotkey' menu that allows you to bind buttons on its UI to switch between specific windows in one click. Intuitive desktop input: Scroll up and down on windows by dragging, make a selection by dragging, like using your finger on a phone but with a VR controller instead! (This makes a lot more sense than it sounds like it does!) Wristwatch: An overlay displayed on your hand that displays the time, date, as well as Vive/Index controller/Tracker battery percentages, as well as other values such as CPU/GPU/VRAM usage. Saving/Loading configurations: Like that sweet setup you've made? Well, now you can save it, and load it again next time you launch! Advanced settings for window capture: Want that 60 FPS window capture experience? Want to make a window slightly transparent so it's less in the way? Want a window to disappear when you're not looking at it? Or when it's past a set distance from you? You can do these with our advanced settings! Eco Mode: When enabled, performance mode will lower the capture rate of windows you are not using, this drastically increases performance and lowers CPU usage significantly! Basic media controls: Spotify currently playing song will show on your wrist, along with a play/pause, skip, and previous button. (These buttons will work in other music players too) Windows notifications: Display your Windows notifications in VR such as Discord messages, 'Your Phone' notifications, and anything else that would typically appear on your desktop as a push notification. Customization Customize the background (wallpaper) and logo on the phone-like UI. Choose between several accent colors for various parts of the UI. Create hotkeys on the home page that show application's icons and allow you to quickly access your commonly used applications. Customize keyboard layouts! All keyboard layouts are community made within Unity and documentation is provided so you can do this yourself. (Want the keys to spell out funny things like you're in high school again? Now you can!) Custom Apps allow web developers to integrate web apps into OVR Toolkit, allowing for integrated Twitch chat and games to be made. Simulator Mode - Controller-free mode 'Simulator Mode' is a controller-free mode available in OVR Toolkit. In this mode, you can interact with windows using head gaze, and use keyboard binds to move windows around you and change their settings. This mode is perfect for those intending to use OVR Toolkit at a desk or whilst in a sim racing/driving/piloting game! (This mode is still a work in progress, provide feedback in the OVR Toolkit Discord!) Move windows with keyboard binds when you have no controllers connected. Control your cursor position with your head using head-gaze input. Pin windows around you in your play space to view whilst in games. (Race overlays, etc.) Quickly toggle open windows with the 'Edit Mode' bind to show/hide some applications such as Discord, web browsers, etc. whilst in games. Voice Attack ready. (All controls are easily repeatable with the same keyboard key presses to support Voice Attack) Bindable voice input key using Google Speech to type out a sentence into a text box you have selected. Important stuff you should know about We've tried our best to make OVR Toolkit support everything, but that just isn't how this world works! Please take these compatibility notes in mind before purchasing: OVR Toolkit requires being launched as admin, this is due to the inability to capture programs that are running as admin without running OVR Toolkit as admin, so it's needless to say a Windows account with admin privileges is needed. (If you're the only user of your PC, this is probably you) OVR Toolkit only supports Windows 10 and 11. (This is due to the desktop capture API we use which was only introduced in Windows 10) Oculus users, don't launch OVR Toolkit through Oculus Home as it will launch the application incorrectly! Use Steam/SteamVR instead! You can set OVR Toolkit to auto-start with SteamVR by referring to our wiki! Oculus' software will sometimes overlay over our overlay. (This is because Oculus' software displays separate to SteamVR, our application will always display whilst SteamVR is active or you're playing a SteamVR game, just not when you open the Oculus Dashboard) Oculus users, refer to the OVR Toolkit wiki 'Oculus' page for how to make OVR Toolkit appear in your games! We cannot display our application over Oculus SDK games. (Our application uses SteamVR to display, though, most Oculus games will have a SteamVR mode, we advise you use this!) Running games through SteamVR on an Oculus headset may decrease performance, this is not an issue specific to OVR Toolkit. This is due to Oculus rendering the same image twice, once when SteamVR compositor renders the output, then again when Oculus Runtime renders the output. Unfortunately, this is something only Oculus/Facebook can fix! Windows Mixed Reality users may experience decreased performance running SteamVR games due to double rendering. Please try performance with your games running through SteamVR before you purchase OVR Toolkit. (Most noticeable effects with Flight Simulator 2020) If you have any issues with the application or find other compatibility issues, don't hesitate to contact us! We'll whip up a hotfix ASAP!","Jun 28, 2019",https://cdn.akamai.steamstatic.com/steam/apps/1068820/header.jpg?t=1643053241,,Utilities,"Utilities,VR,Software,VR Only"
557400,Midas Gold Plus,"What if you could turn everything you touch into GOLD? Gods gave you the ability to turn everything you touch into gold. Take the opportunity to build an empire of unimaginable riches and become the first capitalist of the ancient world, an original tycoon! Champions are the Heroes of your Realm and it’s their duty to follow you on your adventure ! Unlock them and take advantage of their unique abilities in 3 different modes! Rage - Clicker Mana - Idle Energy - Hybrid Touch stones and they will be transmuted into gold. Build a city and upgrade it. Manage your kingdom from your castle, prepare for war, raid Mythical Cities and let your civilization flourish. Dead enemies, revived from the eternal oblivion and they are thirsty for blood. Grow your own pet to fight the dishonored enemies in blitz arena fights all around the earth and send them to the exile of the underworld. Level them up to fight even more powerful and evil enemies and obtain stronger pets. Enemy’s fallout will be inevitable. Food, upgrades and potions will help your pet evolve and boost its' power and soul to fight in the arena and ascend in the league. Achieving high ranks will give a great boost to your gameplay. Play the in-game events and optimize your gaming experience as well as boost your progress in the game. Grind them every day and collect all the Ancient Artifacts. King Midas, honor your gift and the world is yours! Tap tap the stone Collect infinite gold coins Donate everything to the temple and reap diamonds from the elder angels Study the ancient scrolls using your knowledge and improve your kingdom Recruit champions Pet battles 3 different play styles Raid mythical cities and crush your enemies Research unique technologies Build the legendary town of Midaeum Setup your War Outpost and Shelter to meet enemy armies on the battlefield and doom them Various events through the year Medieval graphics Steam cloud save Backup online save – shadow copy Steam trading cards Steam achievements Steam leaderboard Support portal Are you ready to get rich with the click of a button Midas Gold Plus belongs to the Clicker genre and revolves around the legend of king Midas. It is a fantasy game that you can play between other games' play sessions or while you are at work and want to spend 10 minutes having fun. Age is not a restriction for this game. Midas Gold is a fun time killer game which you will never regret downloading! Start over now!","Feb 1, 2017",https://cdn.akamai.steamstatic.com/steam/apps/557400/header.jpg?t=1516403460,http://holydaystudios.com/midas-gold-plus/,"Adventure,Casual,Free to Play,Indie,RPG","Free to Play,Clicker,Indie,Casual,Singleplayer,RPG,Adventure,Strategy,Action,Simulation"
283270,Jagged Alliance 1: Gold Edition,"Jagged Alliance is a true legend of tactical turn-based Strategy! The Gold Edition includes Jagged Alliance and Jagged Alliance: Deadly Games. The return of a real classic - for the first time on Steam! 20 years ago, Jagged Alliance made an impact and changed the strategy genre forever. Now you can experience this legend in its glorious original form. A desperate call for help from the island Metavira: The scientist Jack Richards and his lovely daughter Brenda are reaching out to you. The Fallow trees and thus the precious, medical sap on which countless of lives depend, are under the control of the evil and traitorous Santino. That’s why Jack and Brenda hire you, the commander of a mercenary force, to put an end to Santino's insane plans. You and your mercenaries have to reclaim the island sector by sector, turn by turn. Cultivate the Fallow Trees and process their juices, as they are the basis for your funding. Hire better mercenaries, train local militias and manage your equipment wisely. Get your troops out there and help the people of Metavira! Experience a true classic 60 mercenaries, 60 attitudes, 60 voices Lots of authentic weapons and equipment Intense turn-based combat Non-linear gameplay High replay value","Apr 23, 2014",https://cdn.akamai.steamstatic.com/steam/apps/283270/header.jpg?t=1631811802,http://www.jaggedalliance.com/,"Action,RPG,Strategy","Strategy,RPG,Classic,Action,Turn-Based,Tactical,Turn-Based Strategy,Singleplayer,Turn-Based Tactics,Retro,Tactical RPG"
1173510,XSOverlay,"XSOverlay is a Desktop Overlay application for OpenVR. This means that you can access your desktop, or specific applications, and interact with them however you'd like to.","Mar 3, 2020",https://cdn.akamai.steamstatic.com/steam/apps/1173510/header.jpg?t=1638418853,,"Utilities,Early Access","Utilities,Early Access,VR,Singleplayer,Software,Casual,VR Only"
234330,MARVEL Puzzle Quest,"Marvel Comics Super Heroes come to life in this Official Marvel role playing game with a unique Match 3 battle mechanic! S.H.I.E.L.D. mishandles a powerful new resource called Iso-8, allowing the Super Villain Norman Osborn to take control of the agency and replace it with H.A.M.M.E.R., unleashing his own power hungry agenda in The Dark Reign. Super Heroes and Villains must unite in this match 3 RPG game to defeat Norman Osborn's rise to power and restore balance to the Marvel Universe! Create your own epic dream team using the strongest Super Heroes and the nastiest Super Villains! Play characters like Spider-Man, Captain Marvel, Iron Man, and the Hulk as you battle your way to victory. Thor, Doctor Strange, Deadpool, and more await! Assemble your team and get ready for the fight! FEATURES ★ Join a community of 15 million players worldwide! ★ Collect and upgrade over 200 of your favorite MARVEL Super Heroes and Super Villains to perfect your strategy and find the winning combination to dominate your foes! ★ Battle to build up your powers, unlock new abilities, and find new Supports to craft the perfect team of Marvel Super Heroes and take down your enemies! ★ Form alliances with your friends and use your collective power to fight other players in events and epic battles. ★ Challenge your team of Super Heroes in exciting Player vs. Player Tournaments ★ Snag the top rank in Tournaments, Alliances, and Season Play for new character rewards and other prizes! ★ New events, features and tournaments direct from the Marvel Universe ★ Exclusively written by Marvel’s Frank Tieri (Iron Man, Wolverine, Weapon X) and Alex Irvine (Iron Man: The Rapture, Daredevil Noir) COLLECT &amp; UPGRADE HEROES TO GAIN REWARDS! Harness the power of Iso-8 to upgrade your Super Hero dream team and collect comics to unlock Marvel characters and new superpowers. THE ORIGINAL MATCH 3 SUPER HERO GAME! Match tiles to annihilate your opponents, harnessing Hulk’s superpower strength or Professor X’s mind control to manipulate the game board! Match 3 gems in a row to power up, damage and bring even the most powerful Marvel Comics characters to their knees. Will you be able to rank among the top champions? PLAY MARVEL’S TOP HEROES AND VILLAINS Recruit your favorite Super Hero characters from X-Men, Avengers, S.H.I.E.L.D., Guardians of the Galaxy and more to create the ultimate Marvel dream team! Whether you play Spider-Man alongside his arch-nemesis Venom, or play Captain Marvel alongside her Ms. Marvel successor, Kamala Khan, YOU assemble your very own epic team of Marvel Comics Super Heroes! With over 200 Marvel characters available, MARVEL Puzzle Quest’s ever-growing list of Super Hero comics and movie characters is updated regularly including Black Panther, Ant-Man, Daredevil, Hela, Thanos, and more! ■ Like us on Facebook: www.facebook.com/MarvelPuzzleQuest ■ Subscribe on YouTube: www.youtube.com/MarvelPuzzleQuestGame ■ Follow us on Twitter: www.twitter.com/MarvelPuzzle ■ Follow us on Instagram: www.instagram.com/MarvelPuzzleQuest INSTALL MPQ TO UNLEASH YOUR INNER SUPER HERO AND BECOME PART OF THE MARVEL UNIVERSE! App is available in English, French, Italian, German, Spanish, Japanese, and Korean.","Dec 5, 2013",https://cdn.akamai.steamstatic.com/steam/apps/234330/header.jpg?t=1654368714,http://d3go.com/games/marvelpuzzlequest/,"Casual,Free to Play,RPG","Puzzle,Match 3,Superhero,RPG,Free to Play,Turn-Based,PvE,Asynchronous Multiplayer,Addictive,Comic Book,PvP,Strategy RPG,Character Customization,Funny,Party-Based RPG,Singleplayer,Casual,Strategy,Touch-Friendly,Multiplayer"
1454400,Cookie Clicker,"Cookie Clicker is a game about making an absurd amount of cookies. To help you in this endeavor, you will recruit a wide variety of helpful cookie makers, like friendly Grandmas, Farms, Factories, and otherworldly Portals. Cookie Clicker was originally released in 2013, but has been very actively developed since then. If you played it before, try it again to see all the new features! Collect cookies and spend them to earn even more cookies Over 600+ upgrades Over 500+ Achievements Pet your dragon Mini-games Unlock heavenly perma-upgrades Cloud saving (no more deleting cookies by accident) Music by C418 Play community-made mods through Steam workshop","Sep 1, 2021",https://cdn.akamai.steamstatic.com/steam/apps/1454400/header.jpg?t=1654840309,https://orteil.dashnet.org/cookieclicker/,"Casual,Indie,Simulation,Strategy","Clicker,Idler,Casual,Psychological Horror,Indie,Pixel Graphics,Collectathon,Management,Economy,Building,Funny,Strategy,Memes,Resource Management,Life Sim,2D,Simulation,Comedy,Colorful,Touch-Friendly"
562840,Dragon Blood,"You’ve been asleep for a thousand years; but now it’s time to wake up and save these lands from a great, unthinkable evil. You used to lead vast armies into battle; now you’re alone against hordes of heinous monsters. Remember your true self! Blood of dragons is singing in your veins so they will heed your call for help. Make them submit to your will in Dragon Blood, a fast-paced and action-filled MMORPG… If you have guts to do that. Game features: • A unique character development system. Only two basic classes are available at the beginning; but hundreds of different mercenary builds become available as your characters develops. Create your individual build, get together a team of heroes with various abilities, and become the strongest hero in this world! • Hundreds of quests, bosses and dungeons. You won't be bored even after reaching the maximum level! Every week brings new events, new quests and new promos! Limitless development opportunities! Your character's strength depends on you and you alone! • Fascinating turn-based combat! Upgrade your skills wisely to raise your chances. Study your enemy and choose the most efficient strategy to defeat them! • Dragons, mounts, pets – you can become an unstoppable master of mighty dragons! Tame a rare familiar and collect all the quickest and most beautiful mounts! • Highly customizable appearance: create your unique look using thousands of options for appearance, clothing and accessories. Fight and earn rare items with showy effects!","Jan 31, 2017",https://cdn.akamai.steamstatic.com/steam/apps/562840/header.jpg?t=1586968572,https://en.101xp.com/games/dragonblood,"Action,Adventure,Free to Play,Massively Multiplayer,RPG","Free to Play,Massively Multiplayer,RPG,Action,Adventure,Trading Card Game,Turn-Based"
384300,CPUCores :: Maximize Your FPS,"CPUCores is a cutting-edge Windows based software built by gamers, specifically for gamers, with 1 thing in mind: INCREASE YOUR FPS! CPUCores does this by micromanaging your Windows OS and non-essential applications to delivery maximum CPU to your game! 1) DIRECT STEAM INTEGRATION CPUCores automatically detects all of your Steam games. 2) OS OPTIMIZATION To start, CPUCores will isolate your entire OS to your first core. Secondly, CPUCores examines and constrains key Windows services that are not essential and known to hog CPU resources. Third, CPUCores examines and isolate key Windows processes to ensure a perfect balance of CPU savings without starving key Windows processes. 3) GAME OPTIMIZATION CPUCores will isolate and dedicate processing cores to be exclusively used by your game. CPUCores will allow game-specific hyper-thread disabling/enabling. 4) BACKGROUND / NON-GAME OPTIMIZATIONS CPUCores examines what non-OS and non-game operations your PC is running. It will do things such as constrain non-game programs to your first processing core. 5) EXTRAS Ability to 'START RANDOM GAME' with 1 button click! Fully supporting VR games! Support for non-Steam games Support for general, non-game applications like video editing, graphic design and more! Convenient game sorting options makes large Steam libraries manageable Incredible community surrounding the software! Direct contact with the developer for suggestions on feature updates! The impact of how CPUCores will help with FPS depends on essentially 2 things: #1 Your PC Hardware #2 The game itself Here are some benchmarks we've recently seen from our test system: ARMA III - 17.5% FPS Increase! Team Fortress 2 - 58% FPS Increase! TombRaider - 6.3% FPS Increase Left4Dead2 - 14% FPS Increase The CPUCores application identifies dozens of Windows programs, background processes, and non-gaming applications, and immediately controls and isolates them to a subsection of your total CPU resources. CPUCores will then free up a block of CPU resources and dedicated it specifically for a game. You can then launch a Steam game, or any game/program, directly via the CPUCores application. This enables CPUCores to control the processor usage for that game/program and ensure it has dedicated usage to processing cores. Your game no longer has to share resources with the OS / other applications. SCREENSHOTS","Jul 6, 2015",https://cdn.akamai.steamstatic.com/steam/apps/384300/header.jpg?t=1632319493,http://cpucores.com,"Design & Illustration,Utilities","Utilities,Software,Gaming,Hardware,FPS,Mod,Singleplayer,Design & Illustration,Indie,Mouse only,Action,Casual,Epic"
719890,Beasts of Bermuda,"Beasts of Bermuda is a multiplayer game hosting large servers in which the player is a dinosaur or other prehistoric creature. A player can take the role of flyers, swimmers, herbivores, carnivores, and semi-aquatic creatures that fulfill different niches in the ecosystem. No matter what the player chooses to be, the objective of the game is to survive and grow up on the islands of Bermuda by using their particular creature's abilities. Predation from other players as well as intense environmental events are the antagonistic forces in the game the player must survive against. There are currently three game modes in Beasts of Bermuda. The first is our Life Cycle mode of gameplay. The player selects a creature of choice and spawns into the world as a juvenile of that species. They must survive and gradually grow larger over time. As growth accumulates, they also earn talents, which can be spent to enhance different aspects of your creature's capabilities. The second is Free Roam, which allows the player to instantly spawn as an adult with a fixed number of talent points. Death has little consequence, as there are no growth mechanics, or other mechanics that reward the player for staying alive. The third game mode is Combat. This mode pits players against one another with small maps, close spawns, and mechanics designed to reward conflict. The player can accrue more talent points by killing other players and stealing their points.","Dec 21, 2018",https://cdn.akamai.steamstatic.com/steam/apps/719890/header.jpg?t=1652434628,http://beastsofbermuda.com,"Adventure,Indie,Massively Multiplayer,Simulation,Early Access","Simulation,Dinosaurs,Massively Multiplayer,Survival,Adventure,Indie,Open World,Multiplayer,Early Access,PvP,Realistic,Sandbox,Third Person,Horror"
629520,Soundpad,"Play sounds in voice chats in high digital quality. Try the free demo now! You probably heard of soundboard, where people put sounds together like the popular Duke Nukem sounds. With Soundpad you can play them not only to yourself, but also to others. Features Play sounds in voice chats Works in any voice related application like Teamspeak, Mumble, Skype, Discord or games like Dota2, CS:GO or PUBG. Hotkeys Set hotkeys for each and every sound file and play them quickly while ingame. Sound recorder and editor Soundpad has a built-in Sound recorder, which allows you to record what you hear. The integrated editor helps you to cut the sounds quickly. Volume normalization Some of your sound files are quiet while others are too loud? The integrated volume normalization will equalize the volume, so it meets the volume of your voice. Easy setup Soundpad extends your default recording device, which most commonly is your microphone, without installing additional devices. After a system restart you can enjoy playing sounds on your microphone. Supported file types aac, flac, m4a, mp3, ogg, wav, wma Important notice: Soundpad installs an audio driver extension, which requires a system restart when you run Soundpad for the first time. Furthermore, Soundpad requires deactivated Windows Audio DRM validation in order to work. If you want to watch a DRM protected DVD and run Soundpad at the same time, one of both will not work. You can toggle DRM validation in the options, when you are about to watch or listen to DRM protected media. Check out the demo and start collecting your individual sounds!","Sep 30, 2017",https://cdn.akamai.steamstatic.com/steam/apps/629520/header.jpg?t=1577013777,https://www.leppsoft.com/soundpad/,"Audio Production,Utilities","Utilities,Audio Production,Music,Software,Memes,Funny,Psychological Horror,Hentai,Survival Horror,Sexual Content"
1263850,Football Manager 2021,"The manager is the beating heart of every football club. In Football Manager 2021 , dynamic, true-to-life management experiences and next-level detail renews that focus on you, the manager, equipping you with all the tools you need to achieve elite status. With more than 50 nations and 2,500 clubs at every level of the football pyramid to choose from, the possibilities are endless. It’s over to you, boss. Choose your colours and the challenge that best suits your ambitions and then work with your club’s hierarchy to ensure you meet theirs… or face the consequences. Join forces with your backroom staff to assess the strength and depth of your playing squad before dipping into the transfer market. There’s likely to be a starlet in your Academy knocking on the door of the first team… Craft tactical strategies, formations and styles of play for every occasion to maximise your club’s chances of winning football matches and getting those three points. Immerse yourself in the spectacle of match day and revel in the glory of management as your planning pays off on the pitch. Interaction Communicating with your players and the media has never been more purposeful or realistic. Gestures enable you to express every emotion, while Quick Chats improve those short, informal conversations which are part of day-to-day life as a manager. In FM21, others will feel the impact of your words and know the sort of manager you are. Matchday Every fixture now feels like a true spectacle with our best-looking match engine ever. You’ll receive better analysis and advice in the pre-match build-up and those data improvements combine with our remodelled match UI to bring you closer to the action than ever before. FM21 also boasts a raft of AI improvements across every area of the pitch. The rate of decision-making has increased and there’s more nuance to the decisions that players make, allowing them to be more reactive and make faster decisions. This improved decision-making process has enabled better defensive and goalkeeper intelligence, enhanced central play and more variety in the final third. Additionally, you’ll also get more reaction and data post-match, including our brand new SIxG system, which will let you know well or badly your team performed relative to the chances they created. Analysis and Stats Our extensive data improvements go beyond Matchdays, giving you all the tools to level up your pre-match preparations. Managers benefit from a vastly increased amount of data reporting and visualisation this year, including monthly reports from the new Performance Analyst that mirrors the data real managers receive. New graphs and data maps provide clearer insight into their team’s strengths and opposition weaknesses, while there’s a wealth of new stats that will give you full statistical overview of the entire pitch. Recruitment New staff roles, meetings and interactions freshen up one of the game’s most popular areas. Recruitment meetings now ensure that you and your scouting team are on the same page, both for your next moves and the club’s longer-term strategy in the transfer market. Moreover, you’ll now be able to approach agents directly about a player's interest in joining your club. End of Season Re-live your campaigns and revel in your success like never before. A new season review presentation picks out your best moments on and off the pitch, while showpiece victories feel much sweeter with improved title presentations and masses of media attention. This is a game that rewards planning and knowledge but there’s no pre-defined ending or script to follow, simply endless opportunities. Every club has a story to tell and it’s up to you to write it.","Nov 24, 2020",https://cdn.akamai.steamstatic.com/steam/apps/1263850/header.jpg?t=1649698124,http://www.footballmanager.com/,"Simulation,Sports","Sports,Simulation,Management,Multiplayer,Singleplayer,Soccer,Football,Strategy,Co-op"
978680,Substance Painter 2019,"Substance Painter is the reference texturing app for 3D professionals and enthusiasts. From AAA Game Developers to Indies, from Feature Animation to Visual Effects studios, the industry uses Substance Painter to bring their creations to life thanks to its unparalleled speed, flexibility and visual quality. You will get updates on Steam up to the end of 2019 Link your account to your Allegorithmic account to get 1 year of update from the purchase date on Steam Substance Painter adapts to you, no matter your skill level Use Smart materials and have textures wrap onto your objects automatically, throw particles to easily add weathering effects with the help of the integrated physics engine or paint precise micro-details accross complex asset spanning over dozens of textures sets or UDIMs. Texture assets for any target renderer or game engine Substance Painter is compatible with Unity, Unreal, Amazon Lumberyard, Adobe Dimension, VRay, Arnold, Renderman... you get the drift: no matter what your final platform is, Substance Painter can convert your textures into the right format and give you results as close as can be from what you see in the viewport. Welcome to the community The Substance community is made of some of the most helpful and talented artists in the world! Have a question or need some guidance? Join us on Discord or on our official forums, there is always someone ready to help. Want a specific material or effect but don't have the skill or patience to create it yourself? Join the more than 100 000 users on Substance Share and download some of the 1 700+ free assets available to help you in your artistic journey. This license does not include access to Substance Source","Nov 20, 2018",https://cdn.akamai.steamstatic.com/steam/apps/978680/header.jpg?t=1646675766,http://www.allegorithmic.com/products/substance-painter,"Animation & Modeling,Design & Illustration","Animation & Modeling,Design & Illustration"
252490,Rust,"The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife and other inhabitants, the environment, other survivors. Do whatever it takes to last another night. Rust is in its 8th year and has now had over 300 content updates, with a guaranteed content patch every month. From regular balance fixes and improvements to AI and graphics updates to adding content like new maps, musical instruments, trains and drones, as well as regular seasons and events, there’s always something interesting or dangerous (or both) happening on the island. Updates to the game include: Procedurally generated worlds with map editor support Host your own servers and with server-side modding support Vehicles: horses, modular cars, hot air balloons, helicopters, trains and more Complex electrical systems Farming New enemies, wildlife and factions New monuments and areas to explore Gestures and contact system Musical instruments Large train network Huge recent graphics overhaul ..and more EXPLORE You wake naked on a mysterious island armed only with a rock and a torch. You’ll need to brave natural dangers (from heat and cold to thirst and starvation), build a shelter, eat (or be eaten), scavenge materials. Explore the island, its abandoned settlements, mysterious monuments and the factions that occupy them. But, above all, watch out for other survivors... BUILD Design and build bases to defend your territory or control the resources of the island. Research the tech tree, grow farms, command electricity, commandeer vehicles from horses to cars to boats to helicopters. Whatever it takes to get ahead. SURVIVE There are no rules in Rust but the ones you make for yourself. Craft tools, armor and weapons to defend yourself. Cooperate with friends and allies and build a town together. Explore the island and what’s happening in it. Trade with other players. Or prey on them, raiding their bases and taking their hard-won goods.","Feb 8, 2018",https://cdn.akamai.steamstatic.com/steam/apps/252490/header.jpg?t=1656003795,http://rust.facepunch.com/,"Action,Adventure,Indie,Massively Multiplayer,RPG","Survival,Crafting,Multiplayer,Open World,Open World Survival Craft,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Co-op,Shooter,Online Co-Op,Indie,Early Access,Post-apocalyptic,Simulation"
